"synset","rating","words__-","words"
"787465","0.0","","contribution"
"","","","part"
"","","","share"
"27384","0.0","","however"
"","","","nevertheless"
"","","","withal"
"","","","still"
"","","","yet"
"","","","all the same"
"","","","even so"
"","","","nonetheless"
"","","","notwithstanding"
"2088241","0.0","","transfer"
"","","","change"
"7264925","0.0","","output signal"
"","","","output"
"1003536","0.0","","done"
"","","","through"
"","","","through with"
"793592","0.0","secondary",""
"665886","0.0","","confirm"
"","","","corroborate"
"","","","sustain"
"","","","substantiate"
"","","","support"
"","","","affirm"
"1023259","0.0","","quote"
"","","","cite"
"1239862","0.0","","down"
"","","","knock down"
"","","","cut down"
"","","","push down"
"","","","pull down"
"969873","0.0","","go around"
"","","","spread"
"","","","circulate"
"816324","0.0","mid",""
"241699","0.0","","start"
"","","","starting"
"5840650","0.0","","version"
"","","","variant"
"","","","variation"
"","","","edition"
"50693","0.0","","emergence"
"","","","emersion"
"2927296","0.0","","butt"
"","","","butt end"
"5866653","0.0","","intersection"
"","","","intersection point"
"","","","point of intersection"
"4669828","0.0","","accountability"
"","","","answerability"
"","","","answerableness"
"13581067","0.0","","majority"
"","","","absolute majority"
"11411610","0.0","","aftermath"
"","","","wake"
"","","","backwash"
"13286801","0.0","","interest"
"","","","stake"
"1933900","0.0","","channel"
"","","","canalize"
"","","","canalise"
"220115","0.0","engage",""
"2116118","0.0","","stimulate"
"","","","excite"
"","","","stir"
"2202384","0.0","","keep"
"","","","hold on"
"2679415","0.0","","addition"
"","","","add-on"
"","","","improver"
"368663","0.0","","precisely"
"","","","exactly"
"","","","on the nose"
"","","","on the dot"
"","","","on the button"
"855512","0.0","","review"
"","","","critique"
"1263711","0.0","","recruitment"
"","","","enlisting"
"602255","0.0","","absorb"
"","","","assimilate"
"","","","ingest"
"","","","take in"
"162137","0.0","","privately"
"","","","in private"
"","","","in camera"
"6195839","0.0","","mentality"
"","","","outlook"
"","","","mindset"
"","","","mind-set"
"120675","0.0","render",""
"2351925","0.0","bond",""
"2490634","0.0","","divorce"
"","","","split up"
"563552","0.0","","format"
"","","","initialize"
"","","","initialise"
"75021","0.0","","tire"
"","","","wear upon"
"","","","tire out"
"","","","wear"
"","","","weary"
"","","","jade"
"","","","wear out"
"","","","outwear"
"","","","wear down"
"","","","fag out"
"","","","fag"
"","","","fatigue"
"654885","0.0","","care"
"","","","attention"
"","","","aid"
"","","","tending"
"151689","0.0","","decrease"
"","","","diminish"
"","","","lessen"
"","","","fall"
"5748786","0.0","","line"
"","","","dividing line"
"","","","demarcation"
"","","","contrast"
"167063","0.0","exchange",""
"2465939","0.0","","dismiss"
"","","","send packing"
"","","","send away"
"","","","drop"
"886039","0.0","","extension"
"","","","extension service"
"","","","university extension"
"976531","0.0","invasion",""
"282050","0.0","","progress"
"","","","progression"
"","","","procession"
"","","","advance"
"","","","advancement"
"","","","forward motion"
"","","","onward motion"
"334186","0.0","","break"
"","","","separate"
"","","","split up"
"","","","fall apart"
"","","","come apart"
"2669081","0.0","","exceed"
"","","","transcend"
"","","","overstep"
"","","","pass"
"","","","go past"
"","","","top"
"2657219","0.0","","match"
"","","","fit"
"","","","correspond"
"","","","check"
"","","","jibe"
"","","","gibe"
"","","","tally"
"","","","agree"
"2490430","0.0","","pair"
"","","","pair off"
"","","","partner off"
"","","","couple"
"471572","0.0","according",""
"5161436","0.0","liability",""
"2441215","0.0","side",""
"1805982","0.0","appreciate",""
"6366391","0.0","","dialogue"
"","","","dialog"
"7459157","0.0","rally",""
"1234625","0.0","bury",""
"414354","0.0","modern",""
"174491","0.0","","steadily"
"","","","steady"
"86654","0.0","","impress"
"","","","impressment"
"15265518","0.0","","beginning"
"","","","commencement"
"","","","first"
"","","","outset"
"","","","get-go"
"","","","start"
"","","","kickoff"
"","","","starting time"
"","","","showtime"
"","","","offset"
"3088707","0.0","conductor",""
"63630","0.0","","altogether"
"","","","all told"
"","","","in all"
"7338114","0.0","","engagement"
"","","","mesh"
"","","","meshing"
"","","","interlocking"
"1631386","0.0","","offensive"
"","","","violative"
"102736","0.0","","first"
"","","","firstly"
"","","","foremost"
"","","","first of all"
"","","","first off"
"1161984","0.0","","damaging"
"","","","detrimental"
"","","","prejudicial"
"","","","prejudicious"
"2144243","0.0","reveal",""
"13982357","0.0","","disagreement"
"","","","dissension"
"","","","dissonance"
"7985223","0.0","","pair"
"","","","brace"
"4752859","0.0","","gap"
"","","","spread"
"2123579","0.0","","elect"
"","","","elite"
"890351","0.0","","equivalent"
"","","","tantamount"
"1079172","0.0","","front"
"","","","breast"
"2441022","0.0","","control"
"","","","command"
"3306869","0.0","","extension"
"","","","telephone extension"
"","","","extension phone"
"6598915","0.0","","message"
"","","","content"
"","","","subject matter"
"","","","substance"
"1974062","0.0","","raise"
"","","","lift"
"","","","elevate"
"","","","get up"
"","","","bring up"
"2709107","0.0","","serve"
"","","","do"
"81591","0.0","","hebdomadally"
"","","","weekly"
"","","","every week"
"","","","each week"
"143251","0.0","","follow-up"
"","","","followup"
"","","","reexamination"
"","","","review"
"638501","0.0","","unconstipated"
"","","","regular"
"28984","0.0","","unavowed"
"","","","secret"
"1531957","0.0","","average"
"","","","intermediate"
"","","","medium"
"380698","0.0","","map"
"","","","represent"
"1719921","0.0","","act"
"","","","play"
"","","","roleplay"
"","","","playact"
"1664172","0.0","","cook"
"","","","fix"
"","","","ready"
"","","","make"
"","","","prepare"
"770543","0.0","","violation"
"","","","infringement"
"6648724","0.0","","argument"
"","","","statement"
"2049696","0.0","","pass"
"","","","overtake"
"","","","overhaul"
"234052","0.0","","aside"
"","","","away"
"755745","0.0","","ask"
"","","","require"
"","","","expect"
"1096454","0.0","","trade"
"","","","patronage"
"297532","0.0","crossing",""
"193406","0.0","adaptation",""
"57665","0.0","twin",""
"158185","0.0","","manipulation"
"","","","use"
"5212808","0.0","response",""
"805376","0.0","","agree"
"","","","hold"
"","","","concur"
"","","","concord"
"1532589","0.0","","clean"
"","","","make clean"
"1222666","0.0","","terrorization"
"","","","terrorisation"
"","","","frightening"
"715541","0.0","","pin down"
"","","","peg down"
"","","","nail down"
"","","","narrow down"
"","","","narrow"
"","","","specify"
"1161087","0.0","waste",""
"1770501","0.0","","disturb"
"","","","upset"
"","","","trouble"
"2228031","0.0","abandon",""
"5867413","0.0","","part"
"","","","section"
"","","","division"
"1505254","0.0","","attract"
"","","","pull"
"","","","pull in"
"","","","draw"
"","","","draw in"
"2734800","0.0","","keep"
"","","","stay fresh"
"1292885","0.0","","match"
"","","","mate"
"","","","couple"
"","","","pair"
"","","","twin"
"6325826","0.0","","conjunction"
"","","","conjunctive"
"","","","connective"
"","","","continuative"
"879764","0.0","","propose"
"","","","declare oneself"
"","","","offer"
"","","","pop the question"
"888693","0.0","schooling",""
"2486232","0.0","","go steady"
"","","","go out"
"","","","date"
"","","","see"
"1150559","0.0","","target"
"","","","aim"
"","","","place"
"","","","direct"
"","","","point"
"2020590","0.0","","reach"
"","","","make"
"","","","attain"
"","","","hit"
"","","","arrive at"
"","","","gain"
"7989373","0.0","","marriage"
"","","","married couple"
"","","","man and wife"
"48633","0.0","","cover"
"","","","wrap up"
"7255401","0.0","","ban"
"","","","banning"
"","","","forbiddance"
"","","","forbidding"
"6851742","0.0","trademark",""
"849059","0.0","","coitus interruptus"
"","","","withdrawal method"
"","","","withdrawal"
"","","","pulling out"
"","","","onanism"
"2426799","0.0","","restore"
"","","","reinstate"
"","","","reestablish"
"1220303","0.0","","cling to"
"","","","hold close"
"","","","hold tight"
"","","","clutch"
"1971237","0.0","related",""
"5813229","0.0","","love"
"","","","passion"
"2376958","0.0","interact",""
"873381","0.0","construction",""
"694068","0.0","","respect"
"","","","esteem"
"","","","value"
"","","","prize"
"","","","prise"
"164345","0.0","","assignment"
"","","","assigning"
"2026086","0.0","","see"
"","","","escort"
"2598765","0.0","join",""
"788473","0.0","","shot"
"","","","stab"
"259755","0.0","disturb",""
"2550516","0.0","","mother"
"","","","fuss"
"","","","overprotect"
"1534147","0.0","","dirty"
"","","","soil"
"","","","begrime"
"","","","grime"
"","","","colly"
"","","","bemire"
"1586194","0.0","together",""
"2720354","0.0","","follow"
"","","","come after"
"3820728","0.0","","network"
"","","","electronic network"
"260622","0.0","reform",""
"80039","0.0","","below"
"","","","at a lower place"
"","","","to a lower place"
"","","","beneath"
"1586850","0.0","","frame"
"","","","frame in"
"","","","border"
"5667613","0.0","","convention"
"","","","normal"
"","","","pattern"
"","","","rule"
"","","","formula"
"1820302","0.0","","enjoy"
"","","","bask"
"","","","relish"
"","","","savor"
"","","","savour"
"6746005","0.0","","answer"
"","","","reply"
"","","","response"
"1688256","0.0","","portray"
"","","","depict"
"","","","limn"
"2618149","0.0","","survive"
"","","","last"
"","","","live"
"","","","live on"
"","","","go"
"","","","endure"
"","","","hold up"
"","","","hold out"
"1002956","0.0","observation",""
"1213886","0.0","","backing"
"","","","backup"
"","","","championship"
"","","","patronage"
"1946012","0.0","bilateral",""
"1828736","0.0","","love"
"","","","enjoy"
"2619122","0.0","","last out"
"","","","stay"
"","","","ride out"
"","","","outride"
"66397","0.0","failure",""
"1311103","0.0","","dig"
"","","","dig out"
"15228378","0.0","","hour"
"","","","time of day"
"2685665","0.0","","reach"
"","","","extend to"
"","","","touch"
"1654628","0.0","","construct"
"","","","build"
"","","","make"
"7356676","0.0","increase",""
"13935227","0.0","exclusion",""
"1201937","0.0","","gay"
"","","","queer"
"","","","homophile"
"788097","0.0","","power play"
"","","","squeeze play"
"","","","squeeze"
"5908882","0.0","","conspiracy"
"","","","cabal"
"381680","0.0","","union"
"","","","unification"
"","","","uniting"
"","","","conjugation"
"","","","jointure"
"1426153","0.0","","neck"
"","","","make out"
"3415363","0.0","gang",""
"13781348","0.0","partnership",""
"6356299","0.0","","argument"
"","","","parameter"
"7310507","0.0","","approach"
"","","","approaching"
"7942152","0.0","people",""
"8600","0.0","","entirely"
"","","","exclusively"
"","","","solely"
"","","","alone"
"","","","only"
"8256735","0.0","","wedding"
"","","","wedding party"
"1484451","0.0","","female"
"","","","distaff"
"1168569","0.0","","competition"
"","","","contention"
"","","","rivalry"
"4713118","0.0","","harmony"
"","","","harmoniousness"
"1803936","0.0","","manipulate"
"","","","keep in line"
"","","","control"
"1385643","0.0","","beat up"
"","","","drum up"
"","","","rally"
"2765464","0.0","","absorb"
"","","","take in"
"14425853","0.0","youth",""
"112828","0.0","","click"
"","","","mouse click"
"5803379","0.0","","estimate"
"","","","estimation"
"","","","approximation"
"","","","idea"
"88481","0.0","","capture"
"","","","gaining control"
"","","","seizure"
"2346724","0.0","","adopt"
"","","","borrow"
"","","","take over"
"","","","take up"
"251064","0.0","evolve",""
"5729036","0.0","","distribution"
"","","","statistical distribution"
"13897657","0.0","altitude",""
"128638","0.0","","fly"
"","","","fly ball"
"2629535","0.0","","incorporate"
"","","","contain"
"","","","comprise"
"1186397","0.0","bankruptcy",""
"414179","0.0","","habit"
"","","","use"
"6651577","0.0","","tip"
"","","","lead"
"","","","steer"
"","","","confidential information"
"","","","wind"
"","","","hint"
"2355596","0.0","","have"
"","","","get"
"","","","make"
"521209","0.0","","display"
"","","","exhibit"
"","","","showing"
"743344","0.0","","reach"
"","","","get through"
"","","","get hold of"
"","","","contact"
"7457599","0.0","","preliminary"
"","","","prelim"
"340192","0.0","","passing"
"","","","overtaking"
"651670","0.0","confrontation",""
"4743605","0.0","similarity",""
"295254","0.0","temper",""
"96333","0.0","","up"
"","","","upwards"
"","","","upward"
"","","","upwardly"
"5704266","0.0","","concentration"
"","","","engrossment"
"","","","absorption"
"","","","immersion"
"3914919","0.0","perch",""
"5849284","0.0","","quality"
"","","","character"
"","","","lineament"
"2186470","0.0","","two"
"","","","2"
"","","","ii"
"3651265","0.0","","lead"
"","","","leading"
"3318438","0.0","","fake"
